F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
45.614,-1.14,0,1.6988,0,-11.883,-5.76,-7.568,6759.44,-11.7684,-3601.36,-96951.16,5.1617757,-5.178,2148.33,12.1,-8.134,8538.33,211.16,-5458.34,10.54,True
61.74,-1.14,0,2.454,0,-12.4128,-4.1177,-5.64,8249,-13.2726,-3826.34,-96919.982,5.7498,-4.4681,2134.62,22.34,-6.1602,9828.84,218.97,-5471.08,,False
49.782,-1.14,1,1.7898,0,-12.0093,-3.39663,-7.832,12074.64,-11.0232,-3591.96,-96915.712,7.0056,-5.778,2093.79,54.92,-8.156,9261.03,278.31,-5570.43,8.46,False
95.58,-4.14,0,1.3557,0,-12.3231,-3.3408949,-5.1256,7532.44,-12.2112,-3580.96,-96884.84,9.126,-4.1565,2322.42,29.9698,-4.6196,9291.63,742.91,-5504.32,,True
49.67,-4.14,1,2.753,0,-10.74627,-3.5421,-5.1218,564.64,-10.80489,-2654.56,-96903.922,8.844,-4.3941,2207.55,26.772,-9.076,2713.53,147.33,-5574.03,,True
97.46,-1.14,1,1.5312,0,-11.3448,-4.1172,-3.3606,8282.7,-18.507,-3848.16,-96961,7.9578,-5.112,4534.71,35.794,-4.829,8971.53,575.81,-5491.56,,True
38.782,-4.14,1,3.864,1,-11.4861,-3.40583,-3.5348,8616.56,-13.266,-3882.66,-96908.562,7.6476,-7.522,794.01,36.644,-8.882,11205.63,76.15,-5506.51,12.17,True
54.144,-4.14,1,1.3838,1,-14.571,-3.4825,-3.7172,8014.84,-14.109,-4427.16,-96963.02,5.7096,-5.053,2645.61,44.324,-7.076,10186.53,1096.81,-5408.7,8.78,False
62.98,-1.14,1,1.6008,0,-14.337,-4.0784,-5.99,8600.86,-12.2733,-3279.76,-96908.402,6.8502,-4.4142,2018.301,31.2704,-13.032,9638.34,-140.99,-5440.345,,False
45.768,-4.14,1,1.3477,0,-15.093,-5.5,-4.8494,1608.64,-10.8975,-3375.96,-96912.354,8.799,-4.0429,2061.825,27.588,-6.574,9656.31,-272.49,-5348.99,,False
60.82,-1.14,0,2.533,1,-17.157,-3.8519,-3.7256,8313.28,-16.926,-4363.56,-96937.306,6.0228,-3.9993,1913.4,35.43,-5.995,9947.82,154.93,-5438.801,11.07,True
42.74,-4.14,0,4.169,1,-18.717,-5.206,-3.26534,7499.64,-12.5463,-3689.56,-89483.8,6.876,-4.4516,2062.152,37.764,-5.3042,9728.67,85.46,-5242.73,10.34,False
77,-1.14,1,3.09,1,-21.426,-4.0823,-3.4276,5794.64,-11.325,-3305.56,-96879.66,5.7639,-4.4398,2573.61,28.364,-9.214,9681.39,104.96,-5479.29,11.17,True
38.688,-1.14,1,1.3035,1,-11.0754,-4.3126,-5.348,8467.3,-14.166,-3837.66,-96925.128,5.6109,-4.3459,2105.01,31.5572,-4.43516,11082.63,804.71,-7140.63,,True
47.996,-1.14,0,3.12,0,-18.114,-3.3409952,-8.956,8100.44,-17.046,-3808.24,-96916.739,9.087,-4.4722,2022.003,42.856,-5.6564,9820.65,91.98,-5490.72,11.12,True
56.66,-4.14,0,2.525,0,-13.2036,-3.39991,-3.3414,8467.62,-21.513,-3696.16,-96988.4,7.128,-5.166,1763.43,27.86,-5.2264,9877.71,131.147,-5745.13,,False
71.36,-4.14,0,1.3428,1,-15.669,-3.36647,-4.2552,3532.64,-11.0124,-2863.56,-96616,7.2591,-4.1315,2041.6374,41.834,-5.4858,9626.94,-210.79,-5608.63,11.24,True
41.592,-1.14,0,1.358,1,-11.9385,-3.6255,-6.784,8453.926,-20.775,-3233.16,-96870.52,9.39,-3.9722,1939.41,41.406,-6.678,10642.23,-81.69,-5598.33,,False
42.472,-4.14,1,1.9487,1,-20.784,-3.8927,-6.448,6785.24,-11.6058,-3636.56,-96923.242,5.45913,-5.31,1992.63,25.994,-9.758,9740.49,-44.79,-5489.93,11.73,True
37.978,-1.14,1,1.5127,0,-20.436,-6.322,-3.5598,7858.64,-16.035,-3224.76,-96915.598,9.021,-3.9875,4169.31,38.556,-6.546,9576.66,716.21,-5450.193,10.41,True
46.344,-1.14,0,2.328,1,-16.062,-4.565,-5.94,5298.64,-11.1708,-4036.1,-97064.92,8.556,-4.3473,2087.97,24.058,-4.7062,9906.69,254.81,-5983.53,,True
100.46,-4.14,1,2.262,0,-12.8499,-5.06,-6.596,8631.74,-14.7,334.64,-96937,8.793,-3.7968,2060.802,21.94,-6.04,9450.63,75.3,-5514.65,,True
52.15,-1.14,0,1.4397,0,-12.8079,-4.808,-6.446,7879.64,-14.244,-3973.54,-96977.74,6.9051,-7.908,2073,25.61,-6.1,10242.63,605.41,-5638.33,,True
41.702,-4.14,1,1.6429,0,-16.953,-3.35591,-8.086,8573.88,-15.231,-3356.96,-97109.32,5.45025,-4.1711,1972.53,33.024,-5.8032,9943.8,19.41,-5686.33,9.03,True
43.902,-4.14,0,2.115,0,-11.7339,-5.663,-4.2392,6647.04,-11.5587,-1195.36,-96979.28,7.2423,-3.9004,2231.61,36.332,-7.444,8696.43,106.29,-5550.63,,True
39.788,-1.14,1,2.314,1,-11.9682,-3.3401683,-6.792,8942.64,-11.3868,-3739.6,-96907.308,7.9206,-4.5099,2051.595,35.626,-5.2168,9927.57,127.7921,-5367.24,10.21,False
41.268,-1.14,1,1.4349,0,-13.4241,-3.35188,-8.166,8197.84,-17.553,-4906.36,-96770.3,6.1155,-3.8185,2077.65,41.394,-6.2336,9963.72,426.81,-5420.88,12,True
49.884,-4.14,0,1.9588,1,-13.1157,-3.8366,-5.1318,8455.94,-12.948,-5172.16,-96941.1,7.8135,-3.7814,1901.79,36.652,-4.568,10452.93,126.879,-5623.33,,False
46.468,-1.14,1,1.2484,1,-15.264,-3.342817,-3.8194,5534.64,-11.3013,-3322.56,-96925.53,6.6531,-3.8724,2918.31,45.648,-7.154,9645.39,1414.61,-5544.92,9.55,True
38.27,-4.14,1,1.738,1,-14.724,-5.284,-3.3608,8291.66,-21.039,-4492.96,-96775.58,8.0043,-4.2949,3221.31,42.128,-7.928,9998.31,434.01,-5425.44,,False
47.314,-4.14,0,1.1678,0,-15.717,-4.0108,-6.306,8012.44,-12.0624,-3336.36,-94713.8,8.238,-4.717,2000.79,40.95,-9.734,9713.34,-440.69,-5530.49,9.47,False
41.958,-4.14,0,1.2408,1,-14.031,-3.69,-7.252,7622.44,-13.2237,-3368.16,-97005.58,7.1829,-4.3884,2192.37,29.3552,-5.145,9397.83,1230.61,-5873.43,,True
36.851,-4.14,1,1.1368,1,-12.5202,-3.40423,-3.4784,13344.64,-10.75623,-3925.934,-96889.76,6.2994,-5.794,2170.14,35.972,-6.502,10424.13,1791.61,-5639.03,,True
45.176,-1.14,0,3.17,0,-11.3778,-3.5535,-4.7944,8470.46,-16.674,-5328.16,-96924.986,7.9491,-3.9697,1996.95,46.766,-7.184,12008.43,190.67,-5405.24,10.74,False
59.18,-4.14,0,1.7202,1,-20.946,-5.72,-3.6122,8480.2,-17.757,-493.36,-96975.62,7.5879,-3.8144,2896.71,27.636,-7.212,9678.93,362.21,-5563.13,10.86,True
49.778,-4.14,1,2.422,1,-13.3179,-4.1067,-6.014,8201.44,-19.761,-2470.16,-96911.388,13.158,-3.8112,2261.91,35.104,-5.9632,9432.03,341.01,-5617.23,11.04,True
60.76,-1.14,1,1.1064,1,-16.809,-3.345971,-7.574,8349.22,-19.863,-3858.44,-97687.2,6.2181,-6.781,1988.91,21.63,-4.5682,9887.97,-456.99,-6418.73,9.61,True
50.654,-1.14,1,2.388,0,-12.4707,-3.35187,-6.548,8656.04,-14.955,-3253.36,-96948.9,7.2573,-3.8851,2024.739,26.99,-10.87,9977.4,89.51,-5422.99,9.2,False
60.02,-1.14,0,1.5143,1,-11.7339,-5.773,-5.388,8094.44,-12.6,-3910.4,-96884.58,5.25324,-3.8666,2086.8,46.898,-6.1132,10304.13,378.91,-5528.19,,False
38.788,-4.14,1,1.2129,1,-13.1865,-3.37054,-4.6594,8965.44,-13.2768,-3265.96,-96878.5,10.824,-4.6182,2555.61,29.3902,-4.5034,9050.43,1393.61,-5825.13,10.68,False
73.48,-4.14,1,2.608,1,-10.74957,-3.71,-3.7556,9404.04,-10.9383,-4013.76,-97090.8,12.213,-5.999,2340.66,29.105,-4.5372,13174.53,245.21,-5227.23,8.6,False
65.62,-4.14,1,1.2887,0,-24.096,-3.42312,-4.4814,8100.44,-15.615,-4128.14,-96854.24,6.8538,-4.731,1940.85,29.1758,-5.85,9869.7,200.97,-5466.14,,False
40.058,-4.14,1,1.119,0,-11.8779,-3.553,-4.7994,9029.84,-13.86,-3819.22,-96909.842,5.26068,-5.595,2473.71,21.596,-7.676,9078.93,2641.61,-5389.16,9.45,False
38.692,-4.14,1,1.8028,1,-19.86,-3.6381,-4.6836,8259.52,-19.893,-4557.76,-96922.704,10.593,-4.0007,2127.06,19.626,-9.604,9851.31,262.51,-5428.43,,False
103,-4.14,1,1.2089,0,-11.3235,-3.38969,-4.4416,8379.66,-18.465,-3623.16,-96831.94,7.965,-4.582,2331.18,33.554,-6.0666,8990.43,783.41,-5483.67,11.14,False
52.642,-4.14,1,1.9648,1,-10.9338,-3.37287,-6.204,9195.04,-11.3904,-3875.92,-96899.136,9.213,-5.522,1953.21,34.476,-5.484,11968.83,23.91,-5434.94,10.52,False
38.808,-1.14,0,2.701,0,-11.3781,-3.34976,-3.6246,8550,-12.4374,-2766.96,-98666,8.409,-4.0661,2660.61,29.5,-7.048,9060.03,206.01,-5555.73,10.12,False
58.82,-4.14,1,2.866,0,-14.787,-4.0517,-3.29864,8606.96,-12.1818,-3750.74,-96877.76,5.8791,-7.001,3149.91,44.074,-7.028,9479.31,81.14,-5429.88,10.68,True
120.26,-4.14,1,3.138,1,-11.3709,-3.5589,-4.8242,8199.84,-12.816,6160.64,-96930.126,7.6209,-3.70337,2138.52,28.8508,-4.5142,9154.83,158.8,-6944.63,10.15,True
57.9,-4.14,0,2.521,1,-14.724,-3.341378,-4.2546,6986.84,-11.1603,-3831.28,-96948.94,6.0867,-6.85,2273.52,40.106,-6.736,9668.34,202.39,-5544.86,9.36,True
102.28,-1.14,0,1.08808,1,-11.9136,-3.6021,-6.876,8649.44,-15.216,-3925.626,-96851.22,5.9817,-4.2475,2164.2,23.046,-6.478,9955.32,3747.61,-5482.77,9.4,False
43.908,-4.14,1,1.3018,1,-11.2095,-3.37581,-4.4614,7872.84,-13.5753,-3943.184,-96807.56,5.21991,-4.2601,2080.11,15.97,-9.32,10712.43,469.81,-5491.75,9.97,True
117.2,-4.14,1,1.3582,0,-11.1129,-3.5918,-5.548,5512.64,-11.1777,-3943.408,-97084.04,6.5139,-4.696,2086.02,37.242,-5.3508,10303.53,303.11,-5462.78,,False
47.624,-4.14,0,2.434,1,-20.334,-3.7903,-3.9776,7279.84,-13.695,-3709.56,-96949.1,8.769,-4.2986,1413.81,26.708,-4.5304,9867.81,-57.19,-6288.53,,True
41.97,-4.14,0,2.149,0,-13.1361,-3.5034,-3.7516,9422.44,-11.076,-3761.5,-96972.64,6.1545,-5.006,1759.98,24.628,-5.0368,9958.41,41.54,-5431.72,,False
36.5124,-4.14,0,1.138,0,-11.5464,-4.2553,-5.816,8960.64,-11.1648,-4137.04,-97070.14,6.036,-5.198,2013.528,12.706,-5.6368,11250.63,636.01,-5311.33,,False
53.624,-1.14,0,3.761,1,-10.8261,-3.4839,-4.0984,9220.04,-13.3299,-3889.2,-96922.344,13.992,-4.053,2066.886,37.828,-5.2004,14554.53,229.41,-5961.43,9.59,False
64.32,-4.14,0,1.2873,0,-10.9161,-3.342042,-3.7078,5770.64,-11.1927,-4040.5,-96950.06,11.268,-4.6442,1440.51,20.316,-4.5486,13012.53,-214.69,-5636.23,,True
48.574,-1.14,0,1.3196,0,-13.665,-5.433,-4.3488,6990.84,-12.2673,-3865.28,-96933.538,6.4554,-5.005,1741.56,23.592,-4.43486,10127.73,-205.89,-7223.63,,True
82.26,-1.14,1,2.479,0,-12.4731,-9.158,-4.5974,7821.44,-12.777,-2643.16,-96887.82,6.4947,-3.9609,1851.57,21.04,-4.8208,9884.73,13.61,-5880.73,,True
57.62,-4.14,1,1.773,0,-13.1481,-4.871,-6.836,7681.64,-13.974,-4438.16,-96931.192,11.562,-3.9594,2031.918,35.104,-6.596,10283.73,334.61,-5632.73,10.11,True
35.7424,-4.14,1,2.024,1,-11.2896,-4.695,-3.4026,7972.44,-16.245,-4176.96,-96868.44,7.5663,-5.851,3115.41,30.417,-6.618,11436.93,428.11,-5471.32,9.56,False
39.212,-4.14,0,1.3762,0,-15.264,-3.36853,-5.071,7743.64,-11.0892,-1579.36,-96942.82,5.5893,-3.759,1992.39,37.334,-4.6452,9863.97,68.97,-5946.13,,False
36.058,-1.14,0,1.8114,1,-10.7706,-3.38985,-3.9284,8077.24,-16.407,-3905.06,-96951.62,6.2082,-5.545,1828.92,30.2766,-8.168,12367.53,78.26,-5499.85,10.69,True
50.71,-1.14,0,2.491,1,-12.2268,-3.38839,-4.3914,7575.44,-10.8531,-3857.12,-96918.503,6.4245,-4.883,2416.41,9.4,-6.042,9689.85,314.81,-5524.94,,True
38.432,-1.14,0,1.4098,1,-11.172,-3.9619,-5.212,6914.44,-11.8116,-4786.96,-96910.126,6.9225,-4.2024,2073.57,37.898,-5.3158,11828.13,465.31,-5293.23,11.16,True
47.112,-4.14,1,1.147,0,-11.3298,-3.4722,-5.31,7969.84,-15.279,-3617.56,-96877.78,9.63,-4.1295,1906.02,23.434,-5.6694,10645.83,-736.29,-5602.93,10.51,True
44.888,-4.14,1,5.035,0,-11.2854,-3.349362,-4.0036,10346.44,-11.1786,-3592.56,-96942.98,7.8432,-6.161,2259.84,23.752,-5.2202,8019.33,117.64,-5696.23,10.72,True
41.374,-1.14,0,2.356,0,-20.454,-3.4009,-3.9982,8376.74,-13.2447,-3263.56,-96838.14,6.7914,-4.68,1984.77,27.398,-7.038,9713.25,65.65,-5586.53,,False
66.32,-4.14,1,1.7754,1,-21.795,-3.7425,-3.4408,8289.1,-23.946,-3773.36,-96754.72,10.08,-4.5178,1122.51,45.782,-5.9972,9843.39,-7.59,-5584.83,,True
41.842,-4.14,0,1.5059,0,-17.604,-3.6522,-3.8502,9321.44,-11.2632,-3360.76,-96897.08,10.137,-4.6206,2106.15,32.6948,-7.178,9741,189.64,-5584.53,,False
43.492,-1.14,1,1.3682,1,-16.395,-3.7119,-7.736,7424.24,-10.78104,-3762.54,-96963.92,6.957,-4.5019,1862.28,35.152,-4.5706,10134.03,-645.79,-6403.83,11.33,True
43.826,-4.14,1,2.524,0,-10.815,-4.757,-3.549,8664.04,-13.0071,-3604.16,-96874.22,8.274,-4.3311,1633.71,43.522,-5.3668,11272.53,65.99,-5425.98,,False
36.998,-4.14,1,1.2763,0,-12.2991,-3.341497,-5.194,8488.8,-17.754,-4055.84,-96904.844,6.1407,-4.853,1988.97,41.984,-4.9544,10544.73,330.51,-5428.57,8.59,False
48.78,-1.14,0,1.9848,1,-14.913,-3.9239,-7.11,8577.92,-16.89,-953.36,-96929.776,8.937,-3.9147,2089.98,29.5208,-4.7294,9409.23,14.91,-5378.34,,False
83.82,-1.14,1,1.07541,1,-15.699,-3.43811,-3.9098,8179.44,-10.74813,-4460.16,-96948.36,5.9016,-4.336,2183.97,12.12,-5.3968,10059.99,2791.61,-5381.68,9.92,False
90.64,-4.14,1,2.334,1,-12.2607,-3.7051,-5.766,8085.44,-17.52,-3810.26,-96855.86,8.0505,-5.261,2275.29,31.6746,-5.3264,8976.63,248.31,-5332.23,10.39,False
40.684,-4.14,0,1.8613,1,-15.714,-3.40226,-4.5844,7023.04,-12.2778,-4419.16,-96912.436,6.8928,-4.724,2293.92,20.64,-7.178,10012.89,539.11,-5469.86,11.31,True
54.346,-4.14,0,1.4012,0,-10.70871,-3.604,-3.526,6803.04,-11.0352,-4044.28,-96936.132,5.7015,-4.5347,2435.31,33.7,-8.952,12257.43,416.91,-5434.58,,False
37.395,-1.14,0,5.413,1,-14.124,-3.5923,-5.268,8941.04,-12.3582,-4012.84,-97197,5.9358,-3.9328,2108.67,43.246,-7.45,9934.56,152.65,-5402.77,9.33,False
40.95,-4.14,1,1.5307,0,-12.9612,-3.41461,-3.676,8545.1,-17.085,-4860.96,-96870.38,5.22222,-3.8512,2595.51,39.592,-4.732,10170.33,676.11,-5550.23,9.25,False
50.844,-1.14,0,3.255,0,-15.909,-3.8083,-5.826,6352.64,-11.496,3844.64,-96937.124,5.6301,-3.72567,2040.006,21.138,-6.68,9612.54,73.2,-5544.95,9.83,True
75.64,-4.14,1,2.291,1,-10.66743,-3.4613,-4.1622,8038.04,-12.8571,-4057.6,-92171.8,12.759,-4.2797,2460.21,54.46,-6.306,11673.33,377.21,-5548.53,,True
39.234,-1.14,1,1.6606,0,-10.8786,-3.348339,-8.214,8614.34,-12.4275,-3787.1,-96933.72,10.668,-4.023,2054.052,27.836,-6.286,10756.53,168.35,-5375.38,,False
62.74,-1.14,0,1.5496,0,-16.992,-4.988,-3.25758,7927.04,-13.644,-3526.36,-97046.62,5.6295,-4.5594,3853.11,30.087,-5.2616,9646.41,122.571,-5496.66,,True
40.296,-4.14,0,1.4314,1,-10.73613,-3.5438,-4.4584,8697.64,-10.9905,-4044.14,-96848.78,13.26,-4.0157,1998.3,41.128,-6.38,13438.53,199.81,-5429.94,9.34,False
58.68,-1.14,0,1.5387,0,-17.808,-3.39799,-4.7456,9243.44,-11.8419,-3715.16,-97325.8,10.29,-4.0837,2165.31,20.62,-7.364,9882.96,603.31,-5559.63,9.65,False
51.7,-4.14,1,2.488,1,-13.1991,-3.7141,-3.4034,10065.84,-11.6211,-3941.043,-96943.98,6.9429,-5.948,2383.71,35.632,-5.7492,10246.23,283.61,-5624.03,,True
42.032,-4.14,1,1.5916,0,-11.079,-7.49,-6.256,5720.64,-11.1729,-3738.36,-97285.8,7.2729,-5.537,2121.9,30.84292,-5.6142,8364.33,171.2,-5509.98,,False
116.6,-4.14,0,2.573,0,-16.32,-5.057,-4.295,9025.84,-11.6535,-3097.56,-98726.2,6.4533,-4.4458,2193.69,24.27,-6.1522,9561.66,82.84,-5452.345,,False
39.878,-1.14,1,1.1723,0,-11.4408,-4.15,-3.5346,7458.64,-12.4155,-3438.96,-96955.32,6.8418,-4.0234,3443.91,31.552,-4.7786,8692.83,1175.61,-5347.43,,True
37.128,-4.14,1,1.9349,1,-13.4277,-3.343226,-3.4106,8497.94,-16.242,2536.64,-96619.2,5.6907,-3.73382,2231.76,47.624,-5.6544,9497.37,1.31,-5404,,False
38.592,-1.14,1,2.579,0,-11.3751,-3.5324,-4.2156,8553.18,-13.0047,-3434.96,-96937.412,7.2636,-4.3109,2578.71,11.228,-6.262,8516.13,253.91,-5416.98,9.28,False
49.796,-1.14,1,3.677,0,-13.3449,-3.4663,-3.4788,11134.64,-10.9221,-3983.58,-96960.98,5.6169,-4.0716,1687.41,39.388,-5.1298,10144.83,125.077,-5314.93,,False
47.81,-1.14,0,2.624,1,-15.861,-3.9514,-3.7162,7341.64,-12.1704,-1993.56,-96884.52,6.6429,-3.8964,2188.86,29.3572,-4.39284,9626.73,86.86,-6488.63,,True
43.284,-4.14,0,1.4489,1,-13.626,-3.38558,-3.32354,8738.44,-20.061,-4063.9,-97039.28,9.465,-4.4895,1487.01,24.946,-9.072,10471.83,651.01,-5520.57,,True
50.552,-4.14,1,1.5917,0,-11.0862,-3.7356,-4.8802,8019.84,-14.379,-3394.36,-96899.306,6.0966,-4.0749,1943.76,27.772,-4.496,10012.47,-130.29,-5411.39,,False
49.874,-4.14,0,2.245,0,-12.8028,-3.5946,-3.24424,8888.24,-13.755,-1217.36,-96973.24,5.35278,-3.9543,4224.51,25.402,-6.668,9213.33,129.944,-5554.63,8.26,False
45.056,-1.14,0,1.6442,1,-13.2117,-4.469,-6.392,4584.64,-11.0559,-1173.36,-96749.72,10.602,-3.893,2130.84,28.578,-7.668,9259.53,181.27,-5558.63,,True
45.676,-1.14,0,1.5853,1,-10.8729,-4.642,-3.4792,8501.64,-17.691,-3889.1,-96982.28,5.7147,-4.4521,2577.51,31.5758,-6.804,11424.03,455.31,-5513.62,8.8,False
56.58,-1.14,0,1.4913,1,-11.5221,-3.8204,-3.5868,8573.34,-16.113,-3523.16,-96687.4,6.8898,-4.42,3318.51,34.388,-5.359,9190.83,768.31,-5675.13,10.08,False
63.68,-4.14,1,2.596,1,-13.1025,-3.6362,-4.7854,6879.64,-11.6949,-3442.76,-96786.1,10.317,-5.032,2162.37,25.978,-4.7606,9286.23,120.016,-6169.73,,True
45.626,-1.14,0,1.6033,0,-11.0709,-3.3504,-3.694,7786.44,-13.4967,-4027.3,-96813.76,10.035,-5.571,2459.61,24.154,-4.35904,11400.93,594.41,-8435.63,,True
41.484,-1.14,1,3.465,0,-13.881,-3.35483,-3.5484,8440.356,-18.081,-1589.36,-97029.2,8.43,-3.9087,2677.11,34.642,-4.4684,9520.26,164.71,-7093.63,8.55,False
40.404,-4.14,1,1.1408,0,-16.542,-4.41,-3.3412,8609.54,-16.902,-3941.3352,-96876.5,7.2114,-7.985,2211.84,17.4,-5.5692,9999.69,1633.61,-5702.73,9.25,True
43.45,-1.14,0,1.7809,0,-11.3628,-5.223,-4.7866,9159.44,-12.2511,-3441.56,-96902.366,5.34567,-4.1696,2457.81,43.65,-5.6724,8530.53,459.61,-5314.73,9.9,False
68.16,-4.14,1,4.035,1,-13.524,-3.347264,-3.359,4326.64,-11.0118,-3535.16,-96790.72,8.0166,-4.943,2330.85,36.736,-6.864,9517.86,105.78,-5535.52,,True
72.02,-4.14,0,1.223,0,-14.331,-3.7993,-4.0278,8460.766,-19.224,3266.64,-96942.88,5.8968,-3.74311,2411.01,29.505,-7.278,9480.75,592.61,-5570.33,8.3,False
37.1542,-4.14,1,1.2928,1,-14.517,-3.5126,-3.6962,8163.24,-14.796,-3783.22,-96979.42,9.396,-4.953,1400.61,55.34,-4.4436,10080.93,-63.49,-7869.63,,True
43.69,-4.14,1,2.587,0,-11.7711,-3.3400085,-4.3534,10279.44,-11.2311,-3905.86,-96941.58,5.25366,-4.757,2180.94,28.212,-8.42,10458.93,269.81,-5499.55,9.81,True
91.72,-1.14,0,1.7673,1,-11.5911,-3.41857,-6.538,8780.24,-14.415,-3867.36,-96797.74,5.6337,-4.863,1961.19,33.504,-5.6658,10757.43,-8.29,-5365.03,,False
45.906,-1.14,0,2.522,1,-12.0534,-3.342925,-4.8534,8278.46,-22.905,-3638.76,-96866.84,5.3574,-5.784,2036.175,27.022,-6.93,9153.33,39.1,-5551.33,,True
47.022,-4.14,1,3.23,0,-10.69521,-3.40203,-3.25566,8670.04,-11.4531,-2835.76,-96875.18,7.6539,-4.0249,3322.41,32.4316,-6.157,7100.73,118.25,-5431.14,,False
68.38,-4.14,1,1.4676,1,-15.282,-3.5825,-6.368,7986.24,-13.983,-3725.56,-96843.34,5.6535,-5.289,1995.09,31.9328,-6.292,9792.621,-91.79,-5561.83,,True
111.4,-4.14,0,2.358,1,-10.86,-3.38024,-4.8486,8665.64,-13.566,-3321.76,-96880.94,7.9824,-4.1062,2044.797,33.59,-4.35298,10754.43,161.96,-7252.63,11.38,True
48.678,-4.14,0,1.2421,0,-11.8236,-3.37642,-5.204,6448.24,-11.5614,-4017.52,-96812.48,6.9672,-5.339,2043.0087,28.384,-7.018,10700.13,790.81,-5574.83,,True
74.7,-4.14,0,3.773,1,-14.28,-3.6694,-4.009,10167.24,-11.1507,-2414.36,-96883.14,5.736,-4.0653,2310.27,35.656,-6.74,9456.93,117.16,-5440.103,9.61,False
43.644,-4.14,0,2.916,1,-15.708,-3.8833,-6.774,12044.64,-11.4015,-3153.36,-96901.65,12.123,-4.0312,2289.03,45.664,-5.5158,9507.75,319.71,-5230.43,,False
46.074,-4.14,1,1.2384,0,-10.9383,-3.5146,-5.1146,7419.84,-12.7065,-4197.16,-96925.988,5.6565,-4.736,2158.14,27.376,-5.2808,12585.03,1518.61,-5848.03,9.92,True
43.474,-4.14,1,1.2011,1,-11.2707,-4.461,-3.6754,7224.64,-11.9091,-1439.36,-96945.84,5.43648,-3.7663,2488.11,42.864,-9.616,9085.23,426.01,-5469.94,8.16,False
36.05,-1.14,1,2.208,0,-16.221,-3.42043,-3.5572,8327.46,-12.9831,-3498.96,-96874.46,9.069,-3.9811,2557.71,47.464,-6.012,9864.84,326.71,-5695.73,10.4,False
38.822,-1.14,1,4.701,0,-12.4068,-3.5211,-6.868,8508.46,-18.324,-4473.16,-96942.86,9.057,-4.056,2117.94,33.834,-4.9522,10321.53,207.34,-5515.05,,False
37.2312,-1.14,1,1.7135,0,-14.061,-3.37501,-10.97,8436.082,-13.857,-2761.56,-96930.584,6.5556,-3.8165,1946.88,29.5012,-4.9924,10308.33,-222.19,-5891.83,,False
83.96,-4.14,1,1.2962,1,-13.2153,-4.3276,-5.25,1926.64,-10.82718,-4309.36,-96941.62,9.621,-3.8738,2087.04,35.666,-5.5516,10085.73,647.81,-5612.53,,True
42.792,-1.14,1,1.9845,0,-16.218,-4.0479,-8.648,7781.64,-13.2318,-1771.36,-96985.02,9.021,-3.936,2041.7028,32.6424,-8.278,9624,21.91,-5524.13,11.99,True
50.9,-4.14,0,1.4861,1,-13.4043,-3.35395,-4.3274,8629.76,-15.498,-3673.16,-96920.334,9.396,-6.941,2572.41,30.417,-4.6962,9113.43,607.31,-6505.63,10.65,True
49.792,-4.14,0,1.5858,1,-14.49,-3.36828,-7.966,8261.16,-21.399,-711.36,-96909.706,5.7702,-3.7951,2115.42,29.558,-5.158,9351.33,37.89,-5248.83,8.92,False
54.912,-4.14,0,2.914,1,-11.6271,-3.8247,-3.9372,8237.24,-18.918,-3079.56,-96929.698,8.25,-3.8472,1633.41,24.77,-5.3964,10150.23,2.51,-5351.89,10.47,False
58.86,-1.14,0,1.2144,0,-13.863,-3.5139,-4.4432,8694.44,-14.085,-759.36,-96877.64,7.1532,-3.7754,2582.01,29.5996,-5.5976,9333.03,1224.61,-5362.81,8.9,False
35.56496,-4.14,0,1.2861,0,-13.1556,-3.344834,-6.43,-3167.36,-10.78404,-4327.16,-96884.16,5.8149,-4.3854,2102.85,25.628,-4.669,10092.33,781.71,-5479.39,,True
35.56816,-4.14,0,1.3599,0,-19.926,-3.5333,-4.2426,7905.04,-14.817,1060.64,-97049.6,5.3493,-3.72398,2256.42,24.87,-5.2614,9632.13,-153.09,-5220.23,,True
37.0518,-4.14,1,3.369,0,-12.051,-3.4727,-5.188,8815.64,-12.3315,-3938.855,-96912.218,8.595,-4.889,1902.69,47.948,-5.8502,10637.13,99.41,-5432.09,9.69,False
82.1,-1.14,1,1.07722,1,-11.505,-3.349056,-5.212,8094.84,-17.169,-3533.56,-96906.312,9.312,-3.72268,1869.33,27.634,-4.4594,11176.23,-492.69,-7414.63,9.59,True
49.546,-4.14,0,1.06336,0,-12.651,-3.39939,-3.8732,8363.98,-11.7429,-3345.76,-96815.38,8.727,-4.1556,1432.71,20.966,-4.4846,10326.63,-1949.39,-7068.63,8.13,False
36.5202,-1.14,1,1.1896,1,-11.4252,-3.34148,-3.446,8510.9,-18.096,-3768.66,-96883.08,6.1599,-4.3014,2587.41,48.73,-10.41,10632.33,1412.61,-5515.31,9.25,True
48.504,-4.14,1,1.261,1,-15.18,-5.269,-3.835,8217.44,-12.2124,-3232.16,-96937.166,7.3047,-4.0255,1445.61,23.616,-4.3657,10014.03,-364.79,-8204.63,,True
94.2,-1.14,1,2.719,1,-11.3793,-4.0553,-4.388,8698.24,-14.949,-3738.16,-97016.26,5.6013,-6.12,2121.9,31.3026,-5.4126,9509.4,153.63,-5658.93,,True
